"Año";"Mes";"Productos";"Clave  Estado";"Estado";"Importe de los creditos";"Numero de Creditos";"Numero de Beneficiados"
2016;8;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";300000.00;2;2
2016;11;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";130000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";150000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";2400000.00;16;16
2016;8;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1680000.00;12;12
2017;9;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";400000.00;3;3
2016;8;"3.- INCUBACION EN LINEA";1017000;"MORELOS";150000.00;1;1
2016;9;"2.- TU CREDITO PYME JOVEN";1004000;"CAMPECHE";510000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";2150000.00;15;15
2017;12;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";420000.00;3;3
2016;8;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";900000.00;6;6
2016;9;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";62000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";450000.00;3;3
2017;1;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";1836000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1026000;"SONORA";150000.00;1;1
2017;10;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";520000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";1075000.00;8;8
2017;11;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";150000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";2750000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";1130000.00;8;8
2016;8;"4.- INCUBACION PRESENCIAL";1022000;"QUERETARO";450000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1001000;"AGUASCALIENTES";126000.00;1;1
2017;2;"4.- INCUBACION PRESENCIAL";1005000;"COAHUILA";650000.00;2;2
2017;6;"3.- INCUBACION EN LINEA";1017000;"MORELOS";1030000.00;7;7
2016;9;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";271000.00;2;2
2017;1;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";1822000.00;2;2
2016;9;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";100000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";274000.00;2;2
2017;8;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";14392000.00;11;11
2016;9;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";781000.00;3;3
2017;1;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";150000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";680000.00;5;5
2016;9;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";300000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";250000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";473000.00;3;3
2016;9;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";5448000.00;9;9
2016;9;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";150000.00;1;1
2017;10;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";450000.00;3;3
2016;9;"1.- TU CREDITO PARA CRECER";1027000;"TABASCO";100000.00;1;1
2017;6;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";170000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1028000;"TAMAULIPAS";188000.00;2;2
2017;2;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";200000.00;1;1
2016;9;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";140000.00;1;1
2016;9;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";3102000.00;3;3
2016;9;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";2412000.00;4;4
2017;8;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";2333333.34;3;3
2016;9;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";6899000.00;7;7
2017;10;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";3450000.00;23;23
2016;9;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";4073000.00;8;7
2016;9;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";3226000.00;7;7
2016;9;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";897000.00;3;3
2016;9;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";500000.00;1;1
2016;9;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";3813000.00;5;5
2017;5;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";2275000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1330000.00;10;10
2017;6;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";1000000.00;8;8
2016;9;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";121000.00;1;1
2017;6;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";150000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";2000000.00;2;2
2017;5;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";6830000.00;7;7
2017;10;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";850000.00;6;6
2016;9;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";537000.00;2;2
2017;8;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";9092000.00;9;9
2017;5;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";5926000.00;4;4
2016;9;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";104000.00;1;1
2016;9;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";612000.00;3;3
2017;5;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";5600000.00;5;5
2016;9;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2017;3;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";1500000.00;1;1
2016;9;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";150000.00;1;1
2016;9;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";530000.00;4;4
2016;9;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2016;11;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";242000.00;1;1
2016;9;"3.- INCUBACION EN LINEA";1010000;"DURANGO";500000.00;4;4
2017;5;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";210000.00;2;2
2016;9;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";150000.00;1;1
2016;9;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";400000.00;3;3
2016;10;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";840000.00;6;6
2016;9;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";300000.00;2;2
2016;9;"3.- INCUBACION EN LINEA";1025000;"SINALOA";450000.00;3;3
2016;10;"1.- TU CREDITO PARA CRECER";1001000;"AGUASCALIENTES";227000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1002000;"BAJA CALIFORNIA NORTE";100000.00;1;1
2017;4;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";300000.00;2;2
2017;10;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";593000.00;2;2
2016;10;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";74000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";116000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1010000;"DURANGO";557000.00;3;3
2016;10;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2016;10;"4.- INCUBACION PRESENCIAL";1021000;"PUEBLA";350000.00;1;1
2017;8;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";1052010.00;3;3
2016;10;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";858000.00;5;5
2017;10;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";70000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";300000.00;1;1
2016;12;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";95000.00;1;1
2017;5;"4.- INCUBACION PRESENCIAL";1008000;"CHIHUAHUA";260000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";486000.00;3;3
2016;10;"2.- TU CREDITO PYME JOVEN";1004000;"CAMPECHE";200000.00;1;1
2017;1;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";2268000.00;2;2
2016;10;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";5476000.00;5;5
2016;10;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";4947000.00;8;8
2016;10;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";5382000.00;7;7
2016;10;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";480000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";450000.00;3;3
2016;10;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";1143000.00;2;2
2017;7;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";501000.00;1;1
2016;10;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";864000.00;2;2
2016;10;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";5006000.00;5;5
2016;10;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";2000000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";1085000.00;8;8
2016;10;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";5400000.00;36;36
2016;10;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";300000.00;3;3
2016;12;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";900000.00;6;6
2016;10;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";3750000.00;26;26
2016;10;"3.- INCUBACION EN LINEA";1014000;"JALISCO";1200000.00;9;9
2016;10;"3.- INCUBACION EN LINEA";1015000;"MEXICO";3105000.00;23;23
2016;10;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";850000.00;6;6
2017;8;"4.- INCUBACION PRESENCIAL";1002000;"BAJA CALIFORNIA NORTE";350000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";800000.00;7;7
2016;10;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";1430000.00;10;10
2016;10;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";250000.00;2;2
2016;10;"3.- INCUBACION EN LINEA";1027000;"TABASCO";240000.00;2;2
2016;10;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";1520000.00;11;11
2017;4;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";130000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";530000.00;4;4
2016;11;"1.- TU CREDITO PARA CRECER";1002000;"BAJA CALIFORNIA NORTE";80000.00;1;1
2016;11;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";390000.00;2;2
2016;11;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";113000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";300000.00;1;1
2017;5;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";2105000.00;2;2
2017;11;"4.- INCUBACION PRESENCIAL";1030000;"VERACRUZ";300000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";1050000.00;2;2
2016;11;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";4728000.00;4;4
2016;11;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";3649000.00;5;5
2016;11;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";812000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";150000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";12057700.00;9;9
2016;11;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";1929000.00;2;2
2016;11;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";300000.00;1;1
2016;11;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";1234000.00;2;2
2017;2;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";2684000.00;3;3
2016;11;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";100000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";1520000.00;11;11
2016;11;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";1500000.00;10;10
2016;11;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";150000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";1405000.00;10;10
2017;11;"2.- TU CREDITO PYME JOVEN";1027000;"TABASCO";4190000.00;3;3
2016;11;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";150000.00;1;1
2016;12;"4.- INCUBACION PRESENCIAL";1026000;"SONORA";496400.00;2;1
2016;11;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";300000.00;2;2
2016;11;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";2070000.00;14;14
2016;11;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1200000.00;8;8
2016;11;"3.- INCUBACION EN LINEA";1017000;"MORELOS";120000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";665000.00;5;5
2016;11;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";150000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1025000;"SINALOA";2050000.00;15;15
2017;9;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";1650000.00;11;11
2016;11;"3.- INCUBACION EN LINEA";1026000;"SONORA";850000.00;6;6
2017;11;"4.- INCUBACION PRESENCIAL";1013000;"HIDALGO";500000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";450000.00;3;3
2017;2;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";547000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1015000;"MEXICO";670000.00;5;5
2016;12;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";141000.00;1;1
2017;3;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";243000.00;1;1
2016;12;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";74000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1010000;"DURANGO";1500000.00;10;10
2016;12;"1.- TU CREDITO PARA CRECER";1010000;"DURANGO";150000.00;1;1
2016;12;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";187000.00;2;2
2016;12;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";212000.00;1;1
2017;10;"1.- TU CREDITO PARA CRECER";1029000;"TLAXCALA";304000.00;2;2
2016;12;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";116000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";1510500.00;4;4
2016;12;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";470000.00;2;2
2016;12;"1.- TU CREDITO PARA CRECER";1031000;"YUCATAN";136000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";860000.00;3;3
2017;5;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";283333.34;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";2892000.00;9;9
2017;7;"4.- INCUBACION PRESENCIAL";1002000;"BAJA CALIFORNIA NORTE";500000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";1556000.00;5;5
2017;12;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";2745000.00;4;4
2017;8;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";3630000.00;25;25
2016;12;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";1612000.00;2;2
2016;12;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";425000.00;2;2
2016;12;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";2057000.00;2;2
2017;4;"1.- TU CREDITO PARA CRECER";1017000;"MORELOS";326000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";300000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1014000;"JALISCO";300000.00;2;2
2016;12;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";5749000.00;7;7
2016;12;"4.- INCUBACION PRESENCIAL";1009000;"CIUDAD DE MEXICO";390000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";1148000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";2040000.00;17;17
2016;12;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";220000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";910000.00;7;7
2016;12;"3.- INCUBACION EN LINEA";1010000;"DURANGO";600000.00;4;4
2016;12;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";60000.00;1;1
2016;12;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";2210000.00;15;15
2017;9;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";1900000.00;13;13
2016;12;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";300000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";100000.00;1;1
2016;12;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";970000.00;8;8
2016;12;"3.- INCUBACION EN LINEA";1027000;"TABASCO";489500.00;4;4
2017;11;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";600000.00;4;4
2017;10;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";698000.00;1;1
2016;12;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";150000.00;1;1
2016;12;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";380000.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1020000;"OAXACA";1350000.00;9;9
2016;12;"4.- INCUBACION PRESENCIAL";1015000;"MEXICO";500000.00;1;1
2017;1;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";244000.00;2;2
2017;1;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";61000.00;1;1
2017;4;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";200000.00;1;1
2017;1;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";280000.00;1;1
2017;8;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";8719000.00;8;8
2017;1;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";799000.00;1;1
2017;1;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";250000.00;1;1
2017;1;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";329000.00;2;2
2017;1;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";1790000.00;2;2
2017;1;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";5103000.00;4;4
2017;2;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";150000.00;1;1
2017;1;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";1735000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";1075000.00;2;2
2017;1;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";970000.00;2;2
2017;1;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";2936000.00;3;3
2017;3;"1.- TU CREDITO PARA CRECER";1027000;"TABASCO";96000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";300000.00;2;2
2017;1;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";150000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";150000.00;1;1
2017;1;"4.- INCUBACION PRESENCIAL";1009000;"CIUDAD DE MEXICO";398854.00;1;1
2017;1;"4.- INCUBACION PRESENCIAL";1015000;"MEXICO";150000.00;1;1
2017;6;"1.- TU CREDITO PARA CRECER";1018000;"NAYARIT";180000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1004000;"CAMPECHE";155000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";208000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";516000.00;3;3
2017;2;"1.- TU CREDITO PARA CRECER";1017000;"MORELOS";184000.00;1;1
2017;11;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";350000.00;2;2
2017;2;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";196000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1028000;"TAMAULIPAS";300000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";300000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";176000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";2576000.00;4;4
2017;2;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";162000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";631000.00;2;2
2017;2;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";505000.00;4;4
2017;2;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";9281000.00;12;12
2017;2;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";1500000.00;1;1
2017;4;"1.- TU CREDITO PARA CRECER";1020000;"OAXACA";300000.00;1;1
2017;2;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";1773000.00;2;2
2017;2;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";385000.00;1;1
2017;2;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";150000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";7489000.00;9;9
2017;2;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2017;5;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";765000.00;1;1
2017;2;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";300000.00;2;2
2017;2;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";300000.00;2;2
2017;2;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";350000.00;3;3
2017;2;"3.- INCUBACION EN LINEA";1025000;"SINALOA";280000.00;2;2
2017;2;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";150000.00;1;1
2017;8;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";335000.00;1;1
2017;2;"4.- INCUBACION PRESENCIAL";1009000;"CIUDAD DE MEXICO";350000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";612000.00;2;2
2017;2;"4.- INCUBACION PRESENCIAL";1026000;"SONORA";500000.00;1;1
2017;3;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2017;3;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";251000.00;3;3
2017;3;"1.- TU CREDITO PARA CRECER";1018000;"NAYARIT";106000.00;1;1
2017;3;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";231000.00;2;2
2017;3;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";500000.00;1;1
2017;3;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";2650000.00;2;2
2017;3;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";1000000.00;1;1
2017;3;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";220000.00;2;2
2017;3;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";230000.00;2;2
2017;3;"3.- INCUBACION EN LINEA";1025000;"SINALOA";440000.00;3;3
2017;4;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";257000.00;1;1
2017;4;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";300000.00;1;1
2017;4;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";60000.00;1;1
2017;5;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";300000.00;1;1
2017;5;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";485000.00;1;1
2017;12;"1.- TU CREDITO PARA CRECER";1029000;"TLAXCALA";71000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";8358000.00;8;8
2017;5;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";2750000.00;3;2
2017;5;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";240000.00;1;1
2017;5;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";1003000.00;2;2
2017;5;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";2450000.00;2;2
2017;5;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";3391000.00;4;4
2017;5;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";150000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";150000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";2410000.00;17;17
2017;5;"3.- INCUBACION EN LINEA";1010000;"DURANGO";600000.00;4;4
2017;5;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";450000.00;3;3
2017;5;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";750000.00;5;5
2017;5;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";1000000.00;7;7
2017;5;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";780000.00;6;6
2017;5;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";150000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";750000.00;5;5
2017;5;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";150000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";150000.00;1;1
2017;5;"4.- INCUBACION PRESENCIAL";1011000;"GUANAJUATO";800000.00;2;2
2017;11;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";112000.00;1;1
2017;5;"4.- INCUBACION PRESENCIAL";1019000;"NUEVO LEON";497000.00;1;1
2017;12;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";300000.00;2;2
